"","Mouse.gene.stable.ID","entrezgene_id.x","ensembl_gene_id","hgnc_symbol","description.x","baseMean","log2FoldChange","lfcSE","pvalue","padj","group","group_name","SRR9734446","SRR9734447","SRR9734448","SRR9734449","SRR9734450","SRR9734451","SRR9734452","SRR9734456","SRR9734457","SRR9734458","SRR9734459","SRR9734460","SRR9734461","SRR9734462","SRR9734463","SRR9734468","SRR9734469","SRR9734470","SRR9734471","SRR9734472","SRR9734473","SRR9734474","SRR9734475","entrezgene_id.y","mgi_symbol","description.y"
"1","ENSMUSG00000000182",8074,"ENSG00000118972","FGF23","fibroblast growth factor 23 [Source:HGNC Symbol;Acc:HGNC:3680]",1.305076470106,5.96104912030821,2.48885842549573,1.07158067002243e-05,2.28305887569463e-05,1,NA,0.0885485521625056,1.07146542891035,0.304196802375912,-0.115240995395002,-0.112448224692596,-0.128384180507841,-0.112185373317328,0.178437766064892,0.144139700111653,0.0593904178916334,0.16075997167533,-0.139569484674928,-0.140181229683416,-0.13375358807301,-0.130579459165996,0.0127327934401984,0.327622593333883,0.0131531954356491,0.101802454241606,-0.131154211371441,-0.138275409198161,-0.103624972040124,-0.0761589949716842,64654,"Fgf23","fibroblast growth factor 23 [Source:MGI Symbol;Acc:MGI:1891427]"
"2","ENSMUSG00000001131",7076,"ENSG00000102265","TIMP1","TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]",1083.95460627093,7.47288463441272,0.211941067190573,1.18233320123356e-272,1.98482215601749e-269,1,NA,10.7080395895955,11.425857938056,10.7705515519314,4.62196967956214,4.53706254527011,3.98006566372265,4.90597783692792,11.3042784646408,10.2815661912578,10.7623208330289,10.5943221127331,4.70166530596643,4.55706806665459,4.7674999382531,4.86948572866626,10.363454394532,11.053232526612,10.1702280656847,11.1421803381572,4.67611978051651,3.81487460642447,4.81445488478611,4.57699115992932,21857,"Timp1","tissue inhibitor of metalloproteinase 1 [Source:MGI Symbol;Acc:MGI:98752]"
"3","ENSMUSG00000002020",4053,"ENSG00000119681","LTBP2","latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715]",1594.01406825252,6.03302294137801,0.284979539058979,2.56699376270562e-100,1.45257235817281e-98,1,NA,11.0004750557631,11.9744040260925,11.747176511088,6.69288552468314,5.83415027834718,4.87402716121338,5.20560899113469,11.7028500528892,11.2516647241249,11.6211486178419,11.1088081190544,6.79882452298518,6.56121910281139,6.42162455486774,5.96814278871399,10.8349097790345,11.0443747785057,10.5183754560137,11.950270289582,5.39659139828952,5.75261040987231,6.10988841170679,5.40090889406744,16997,"Ltbp2","latent transforming growth factor beta binding protein 2 [Source:MGI Symbol;Acc:MGI:99502]"
"4","ENSMUSG00000002057",8456,"ENSG00000109101","FOXN1","forkhead box N1 [Source:HGNC Symbol;Acc:HGNC:12765]",27.5056308823181,5.19869518997787,0.403227293217948,1.72451064790954e-38,1.62518348147493e-37,1,NA,5.13447456791521,5.65663527509577,5.03769456168996,2.89390384547782,2.92352728721755,2.30930338395864,2.62612339279204,5.72802196633133,4.79476000523231,5.45113021690339,4.67152447457289,2.95400446938637,2.34963122115817,2.25904825684019,2.28892001681423,4.96035761397046,5.59185403162086,4.86684893596952,5.78304968702096,2.72034346199423,2.21561026398677,2.70534529609638,2.73733744076952,15218,"Foxn1","forkhead box N1 [Source:MGI Symbol;Acc:MGI:102949]"
"5","ENSMUSG00000002346",284439,"ENSG00000181035","SLC25A42","solute carrier family 25 member 42 [Source:HGNC Symbol;Acc:HGNC:28380]",3764.650953168,-2.80506628121678,0.178449143279636,2.22521448206312e-56,3.91840041068752e-55,1,NA,9.93938846239365,9.11454338093936,9.31891665020698,12.4987387022627,12.3140706974573,12.6547440380629,12.6661421205875,9.10137825377085,10.4442181132925,9.96940985944144,10.7183864713085,12.2786695115894,12.8168117380782,12.380571849731,12.0004672887265,10.1841323614653,9.88042231047754,10.2817321008332,9.47450759008492,12.4664530623873,12.3592071323281,12.7101656957392,12.8684985800441,73095,"Slc25a42","solute carrier family 25, member 42 [Source:MGI Symbol;Acc:MGI:1920345]"
"6","ENSMUSG00000002664",5623,"ENSG00000125650","PSPN","persephin [Source:HGNC Symbol;Acc:HGNC:9579]",0.840965574980307,5.03173801288933,2.47612817800452,0.00108529579276384,0.00192429470198467,1,NA,0.0430624878967376,-0.56885079434473,-0.579790316426046,-0.574504061153887,-0.572693329438487,-0.582966320647143,-0.572522684472755,-0.427687069872267,-0.44737205761033,-0.408600020604913,-0.437849443142937,-0.590087641787771,-0.590474908324054,-0.586394328856139,-0.584369946762095,-0.448376536846851,0.0620674812315193,-0.325381831744332,-0.263307960705698,-0.584736959095494,-0.589267657638929,-0.566944760859878,-0.531522199707687,19197,"Pspn","persephin [Source:MGI Symbol;Acc:MGI:1201684]"
"7","ENSMUSG00000003665",3036,"ENSG00000105509","HAS1","hyaluronan synthase 1 [Source:HGNC Symbol;Acc:HGNC:4818]",10.9830852653096,6.81791667469334,0.986231389525915,3.36916200335494e-23,1.77227634022312e-22,1,NA,3.9751063504182,4.56806221970947,3.63595010743264,1.88459414305672,1.90037667141773,1.80822862601908,1.90185495280894,4.10933689867341,3.300149222679,2.95879797863297,3.70314992382715,1.73995956528464,1.89521828729025,1.7758819696336,1.79509288595431,3.49670683143613,3.5500189472989,3.29589741384731,4.00462021187532,1.79163376844454,1.74803776155479,1.94937960698618,2.305062093122,15116,"Has1","hyaluronan synthase 1 [Source:MGI Symbol;Acc:MGI:106590]"
"8","ENSMUSG00000004892",63827,"ENSG00000132692","BCAN","brevican [Source:HGNC Symbol;Acc:HGNC:23059]",2.3314759990885,5.17726059557735,1.37941223884463,0.00128309196563968,0.00225704078147208,1,NA,1.42477892942905,2.18259969181084,0.970621907598408,0.863685323280435,0.8666035078032,0.960277393430189,0.866878476256597,0.855217523643568,0.950219738886141,0.86506194686312,0.960136356310647,0.83850774848744,0.83787998627953,0.94913973924398,0.847762468502002,0.844505943641246,0.981700622247521,0.949544664758916,2.48268869990114,0.847169124674697,0.939819753947162,0.875863736153809,0.90326511476984,12032,"Bcan","brevican [Source:MGI Symbol;Acc:MGI:1096385]"
"9","ENSMUSG00000005202",6462,"ENSG00000129214","SHBG","sex hormone binding globulin [Source:HGNC Symbol;Acc:HGNC:10839]",3.74305579903515,-3.42136877968017,0.69905806913771,1.57966596632911e-07,3.84287206049012e-07,1,NA,1.20725444316127,1.19462939373208,1.15079746760307,1.96230257675186,1.35338783116408,2.30493115275625,1.98552224179983,1.15094389014331,1.27447578836149,1.1755693742132,1.430505214596,2.00467988638375,1.68516879392727,1.63203016457362,1.42026047445964,1.5241182829464,1.16453216356581,1.12411395878412,1.09235249845857,2.0804252781726,1.94505680891503,2.40609814613177,2.25213156228538,20415,"Shbg","sex hormone binding globulin [Source:MGI Symbol;Acc:MGI:98295]"
"10","ENSMUSG00000005220",10699,"ENSG00000145244","CORIN","corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]",447.076099087942,-3.60549816973403,0.321202711119871,2.34476583016564e-30,1.63918790586899e-29,1,NA,6.88170746050008,5.32180274466521,5.47365358274353,9.05492274680811,9.45176731631186,9.57540397035582,9.13776382760073,5.68129193889249,6.76147560892039,6.03621876717532,6.90918165912546,9.01380000015477,9.49865645095728,9.50346762926196,9.65449282232064,7.32317587210842,4.82896004619394,5.88714640849799,4.78303912756248,9.6066799620884,9.57089127665181,9.15680563086145,9.99715773707518,53419,"Corin","corin, serine peptidase [Source:MGI Symbol;Acc:MGI:1349451]"
"11","ENSMUSG00000005268",5618,"ENSG00000113494","PRLR","prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446]",11362.3399888773,-2.84378962742887,0.291591578107119,1.78209311237516e-23,9.4692734042454e-23,1,NA,11.9758440337318,10.2591444096049,9.89390296131953,13.6397507674138,14.1442760290623,14.4271061989252,13.917813980864,10.0752605161819,12.0246062637943,11.8724646432611,12.1729852885758,13.8747930501964,14.2297457090312,14.1206890885971,13.8796014385243,12.2274064120314,10.0959796878131,11.6159300533202,10.9818763169167,14.2592165513466,14.2224301617647,13.9872146514887,14.4542139206841,19116,"Prlr","prolactin receptor [Source:MGI Symbol;Acc:MGI:97763]"
"12","ENSMUSG00000005677",9970,"ENSG00000143257","NR1I3","nuclear receptor subfamily 1 group I member 3 [Source:HGNC Symbol;Acc:HGNC:7969]",47.398635973507,-2.85290723658583,0.267416007807479,1.59486508135107e-27,1.00100442705636e-26,1,NA,4.21251658118204,3.68833518523523,3.74544006596519,5.50540165456277,6.20335854170633,5.85634591284221,6.2831810954408,3.00464779517165,4.02504565789619,4.31797832595453,3.7547632306872,5.98289354402173,6.23459199933565,6.77086272274549,5.68166484615034,4.7786464985149,4.05329903928916,4.13544721291094,3.16855624662732,6.26990225745031,5.59241957507213,5.6487188667782,6.13737713396339,12355,"Nr1i3","nuclear receptor subfamily 1, group I, member 3 [Source:MGI Symbol;Acc:MGI:1346307]"
"13","ENSMUSG00000005716",5816,"ENSG00000100362","PVALB","parvalbumin [Source:HGNC Symbol;Acc:HGNC:9704]",435.342909007401,-7.39822039555536,1.20531325080217,8.48314342667108e-05,0.000167435361833363,1,NA,3.57815610608345,3.51255673313223,3.28086936328793,9.61565137591571,9.31078678319256,9.64266941715276,9.49977776935838,3.51155245216861,3.36298163824883,3.4127028259839,5.29404401194938,9.24452965240662,9.50680789217253,8.89066065758487,9.15901126776271,3.45637673463066,3.47501966638825,3.135258634286,2.95521299638581,9.80847473479771,9.10597799852618,9.04095642182698,9.19261756947471,19293,"Pvalb","parvalbumin [Source:MGI Symbol;Acc:MGI:97821]"
"14","ENSMUSG00000005980",1773,"ENSG00000213918","DNASE1","deoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:2956]",20578.2226755286,-4.8447118192688,0.376975417123806,4.80753328936222e-39,4.62231751658764e-38,1,NA,11.1232804161901,8.23406137749163,7.52231538726387,15.2074501671933,14.7059329789912,15.2751648037389,15.5641821423952,8.14815541406339,10.9480245934938,10.4568759916103,11.496402507857,14.5760600005304,14.8134551925461,15.0108759919807,14.4019073018425,11.8169011015137,9.83829866626663,10.2989935226455,9.66073539033189,14.481204341135,15.4046284308906,15.3319294789914,14.7444185917144,13419,"Dnase1","deoxyribonuclease I [Source:MGI Symbol;Acc:MGI:103157]"
"15","ENSMUSG00000006546",1412,"ENSG00000163499","CRYBA2","crystallin beta A2 [Source:HGNC Symbol;Acc:HGNC:2395]",7.43450950948508,9.18865986081612,2.74943617314642,1.56366980171509e-20,7.43340934056779e-20,1,NA,2.19051235155535,2.9944711660427,2.81158122126116,1.60070051906928,1.61299604359004,1.54145191483344,1.61414849712785,3.46481128717851,2.95358520908092,2.98751478194115,1.99877712095217,1.48889642357531,1.48595625826547,1.51649664962824,1.53130666795577,3.28652087249553,3.76358486438666,3.24603959317162,3.50583675265492,1.52863754101012,1.49509211749593,1.65126340285164,1.75897430698652,12958,"Cryba2","crystallin, beta A2 [Source:MGI Symbol;Acc:MGI:104336]"
"16","ENSMUSG00000007888",9244,"ENSG00000006016","CRLF1","cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]",816.441669231425,5.13065138355295,0.218964042990599,1.46721166836176e-122,1.38373996333399e-120,1,NA,10.1237934295617,11.0785045978079,10.559911786293,5.82716496697706,6.53791390680825,6.06852720282166,6.27353870470889,11.0141232801914,9.97488604790748,10.4662152788189,9.96044170726441,5.57056859352591,5.43495999118285,6.17844717636854,5.33297914509087,9.88046928032666,10.4850461116309,9.8387016872146,10.8764333018401,6.48611088832088,5.41990205440818,4.99326498030883,5.98037819424008,12931,"Crlf1","cytokine receptor-like factor 1 [Source:MGI Symbol;Acc:MGI:1340030]"
"17","ENSMUSG00000008461",2523,"ENSG00000174951","FUT1","fucosyltransferase 1 (H blood group) [Source:HGNC Symbol;Acc:HGNC:4012]",29.0368828976487,5.64434833547371,0.431932596332553,2.79425081342615e-39,2.71040176166733e-38,1,NA,4.97732636547177,5.63371918321743,5.38796636277291,2.60097007500094,2.78463094349918,2.47194693234938,2.63011260766318,5.9507164442304,5.3289049667268,5.10218237623711,4.88915743589849,2.35613584576807,2.19650244398057,2.41715635352784,2.44971170662321,4.49816117611916,5.69545805361289,5.44171686748963,5.71826213391766,2.84549946596031,2.36987687913946,2.71040736438274,2.74524598498411,14343,"Fut1","fucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:109375]"
"18","ENSMUSG00000009185",6355,"ENSG00000108700","CCL8","C-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:10635]",399.592469967925,6.60449823193071,0.364086459813808,1.59360156999754e-74,4.83475676314556e-73,1,NA,9.15599695676859,10.3087734060574,10.2826681916656,3.9068238149647,4.2082069551561,3.95180108680973,4.36421109233105,9.66401795048722,8.36023643959226,8.18101745475225,8.74490721302154,4.31960738256133,3.75286010217514,4.372532262047,3.75492495411507,7.29158597103563,10.1742032759276,9.23553789540396,8.74773699510959,4.18406462468859,3.62821348799193,3.87799960712569,4.35744740820381,20307,"Ccl8","chemokine (C-C motif) ligand 8 [Source:MGI Symbol;Acc:MGI:101878]"
"19","ENSMUSG00000015854",922,"ENSG00000073754","CD5L","CD5 molecule like [Source:HGNC Symbol;Acc:HGNC:1690]",18.7935719674574,5.20110629686187,0.564663184114875,7.83300249417965e-21,3.76345803865556e-20,1,NA,4.12933742467608,5.07353518525676,5.7679800047494,2.14144765130697,2.66119873557647,2.36577390629577,2.16399373011403,5.4097190289227,3.73654747114825,3.64336299238816,4.44366787118937,2.39205748284061,2.10664455442061,2.31498875638755,2.19247752955065,3.67698436312621,4.23806237533055,3.44668566426311,4.86346385406177,2.01932379699479,1.96156637157001,2.22590011858604,2.40371606353583,11801,"Cd5l","CD5 antigen-like [Source:MGI Symbol;Acc:MGI:1334419]"
